Departamento;Provincia;tmean;tmax;tmin;humr;ptot;Ano;Semana;tmean_clima;tmax_clima;tmin_clima;humr_clima;ptot_clima;Tipo caso;Casos
PIURA;SECHURA;20.2;24.8;17.8;80.6;0;2018;30;19.8;24.3;17.2;79.6;0.2;;
PIURA;SULLANA;22.2;28.8;17.7;72.5;0;2018;30;22;28.7;17.3;70.8;0.2;;
PIURA;TALARA;21.1;26.9;17.8;77.5;0;2018;30;21;26.8;17.6;75.1;0.2;;
PIURA;AYABACA;17.9;23.7;13.4;77.4;3.8;2018;31;17.9;24.1;13.2;73.8;1;;
PIURA;HUANCABAMBA;15.4;21;10.7;79.4;3;2018;31;15.4;21.6;10.5;75.6;1.2;;
PIURA;MORROPON;20;25.3;15.8;79.6;3.1;2018;31;19.7;25.5;15.2;76.6;0.8;;
PIURA;PAITA;20.5;25.5;17.9;79.2;0.5;2018;31;20;24.8;17.1;78.5;0.2;;
PIURA;PIURA;21.4;27.5;17.4;75;2.2;2018;31;21.1;27.5;16.7;72.9;0.3;TOTAL;1
PIURA;SECHURA;20;24.8;17.5;80.2;3;2018;31;19.6;24.1;16.9;79.4;0.4;;
PIURA;SULLANA;22.1;28.6;17.7;72.9;0.7;2018;31;21.7;28.6;17;70.8;0.1;;
PIURA;TALARA;21.1;27;17.9;77.2;0.4;2018;31;20.8;26.6;17.3;75.1;0.1;;
PIURA;AYABACA;18.7;24.8;14.4;72.4;0.1;2018;32;18;24.3;13.3;72.9;1;;
PIURA;HUANCABAMBA;15.9;21.9;11.5;75.9;0.5;2018;32;15.5;21.7;10.7;75.1;1.3;;
PIURA;MORROPON;20.3;25.9;15.7;76.2;0;2018;32;19.8;25.8;15.2;76;0.6;;
PIURA;PAITA;20.1;24.8;17.2;78.2;0;2018;32;20;24.9;17;78;0.2;;
PIURA;PIURA;21.4;27.8;16.7;72;0;2018;32;21.1;27.8;16.6;72.2;0.2;TOTAL;1
PIURA;SECHURA;19.8;24.4;16.9;78.2;0;2018;32;19.6;24.3;16.9;78.8;0.1;;
PIURA;SULLANA;22;28.9;17.1;70.2;0;2018;32;21.8;28.9;17;70;0.1;;
PIURA;TALARA;20.8;26.5;17.4;75.6;0;2018;32;20.8;26.7;17.3;74.7;0.1;;
PIURA;AYABACA;18.2;24.6;13.4;72.4;0.1;2018;33;18.1;24.4;13.3;73.2;0.9;;
PIURA;HUANCABAMBA;15.6;21.8;10.6;74.9;0.4;2018;33;15.6;21.8;10.7;75.4;1.6;;
PIURA;MORROPON;20;25.9;15.4;76.4;0;2018;33;20;25.9;15.2;76;0.7;;
PIURA;PAITA;20;24.9;17.2;79.3;0;2018;33;20;25;17;78.2;0.2;;
PIURA;PIURA;21.4;27.9;16.9;72.5;0;2018;33;21.2;27.9;16.7;72.2;0.2;;
PIURA;SECHURA;19.9;24.6;17.1;78.4;0;2018;33;19.6;24.4;16.9;78.8;0.2;;
PIURA;SULLANA;21.8;29;17.1;71.3;0;2018;33;21.9;28.9;17.1;70.2;0.2;TOTAL;1
PIURA;TALARA;20.5;26.4;17.2;77.1;0;2018;33;20.8;26.7;17.3;75;0.1;;
PIURA;AYABACA;18.6;25.3;13.6;70.3;0.1;2018;34;18.1;24.4;13.3;73;0.8;;
PIURA;HUANCABAMBA;15.7;22.2;10.4;73.2;0.1;2018;34;15.7;21.9;10.8;75.2;1.3;;
PIURA;MORROPON;20;25.9;15.4;76.3;0;2018;34;20;25.9;15.3;75.9;0.8;;
PIURA;PAITA;20;24.9;17.1;78.6;0;2018;34;19.9;25;16.9;78.1;0.2;;
PIURA;PIURA;21.3;27.9;16.7;72.1;0;2018;34;21.2;27.9;16.7;72;0.4;TOTAL;2
PIURA;SECHURA;19.7;24.5;16.9;78.3;0;2018;34;19.5;24.4;16.8;78.8;0.4;;
PIURA;SULLANA;22;29.1;17.1;70.4;0;2018;34;21.9;29;17.1;70;0.2;;
PIURA;TALARA;20.6;26.6;17.2;76;0;2018;34;20.7;26.7;17.2;74.8;0.1;;
PIURA;AYABACA;18.5;25.3;13.4;69.8;0.4;2018;35;18.2;24.4;13.6;73.8;0.9;;
PIURA;HUANCABAMBA;15.8;22.1;10.7;73.4;0.4;2018;35;15.8;21.9;11.1;75.8;2;;
PIURA;MORROPON;20.1;26.1;15.3;75.7;0.2;2018;35;20;26;15.4;76;1.1;;
PIURA;PAITA;19.7;24.6;16.6;79.4;0;2018;35;20;25.1;16.9;78;0.2;;
PIURA;PIURA;21.3;28;16.7;71.9;0.1;2018;35;21.3;28;16.7;71.8;0.3;;
PIURA;SECHURA;19.7;24.5;16.7;78.2;0;2018;35;19.6;24.5;16.8;78.5;0.4;;
PIURA;SULLANA;21.8;29;17;70.4;0;2018;35;21.9;29.1;17.1;69.9;0.1;TOTAL;1
PIURA;TALARA;20.3;26;16.8;76.7;0;2018;35;20.7;26.7;17.2;74.8;0.1;;
PIURA;AYABACA;18.6;25.4;13.3;69.4;5.3;2018;36;18.2;24.3;13.6;74.5;2.2;;
PIURA;HUANCABAMBA;15.9;22.3;10.6;73.2;4.1;2018;36;15.9;21.8;11.1;76.4;3.8;;
PIURA;MORROPON;20.5;26.6;15.4;75.2;1.8;2018;36;20.2;26.2;15.5;75.8;1.6;;
PIURA;PAITA;20.1;25.2;17.1;79.1;0.4;2018;36;20.1;25.2;17;77.8;0.4;;
PIURA;PIURA;21.7;28.7;17;71.6;1.2;2018;36;21.5;28.3;16.9;71.4;0.5;;
PIURA;SECHURA;20;25;17;78.3;0.8;2018;36;19.7;24.7;16.8;78.4;0.5;;
PIURA;SULLANA;22.2;29.6;17.3;70.3;0.5;2018;36;22.1;29.3;17.3;69.6;0.5;;
PIURA;TALARA;20.8;26.9;17.3;76.1;0.1;2018;36;20.9;26.8;17.3;74.7;0.4;;
PIURA;AYABACA;18.2;24.5;13.5;73.6;1;2018;37;18.3;24.4;13.6;74.7;3;;
PIURA;HUANCABAMBA;16;22.1;11.3;75.4;2.2;2018;37;15.9;21.9;11.2;76.7;5;;
PIURA;MORROPON;20.4;26.4;15.7;74.9;1;2018;37;20.3;26.3;15.6;75.5;2.1;;
PIURA;PAITA;20.5;25.6;17.3;77.6;0.2;2018;37;20.1;25.3;17;77.5;0.4;;
PIURA;PIURA;21.8;28.6;17;70.4;0.3;2018;37;21.5;28.4;16.9;71.1;0.7;TOTAL;1
PIURA;SECHURA;19.9;25;16.8;78.1;0.4;2018;37;19.7;24.8;16.8;78.3;0.8;;
PIURA;SULLANA;22.3;29.6;17.5;69.6;0;2018;37;22.2;29.4;17.4;69.4;0.6;TOTAL;1
PIURA;TALARA;21.2;27.4;17.7;74.7;0.1;2018;37;20.9;26.9;17.4;74.4;0.4;;
PIURA;AYABACA;18.6;24.8;14.2;76;1.1;2018;38;18.3;24.2;13.8;76.2;1.7;;
PIURA;HUANCABAMBA;16.2;22;11.8;79.3;5.3;2018;38;16;21.8;11.5;77.8;2.7;;
PIURA;MORROPON;20.5;26.6;15.9;75.6;0.5;2018;38;20.5;26.4;15.8;75.7;1.4;;
PIURA;PAITA;20.2;25.6;17;77.3;0;2018;38;20.3;25.6;17.2;77.2;0.9;;
PIURA;PIURA;21.6;28.7;16.7;71.1;0.1;2018;38;21.7;28.7;17.1;71;0.6;;
PIURA;SECHURA;19.6;24.8;16.6;79.1;0.3;2018;38;19.8;24.9;16.9;78.3;0.6;;
PIURA;SULLANA;22.4;29.9;17.4;68.8;0.1;2018;38;22.4;29.6;17.6;69.2;0.8;;
PIURA;TALARA;21.2;27.2;17.5;73.9;0;2018;38;21.1;27.2;17.6;74.2;0.6;;
PIURA;AYABACA;18.9;25.1;14.2;75;0.8;2018;39;18.2;23.9;14;77.7;2.2;;
PIURA;HUANCABAMBA;16.5;22.6;11.6;77.2;0.8;2018;39;16;21.5;11.7;79.4;3.6;;
PIURA;MORROPON;21.1;27.6;16.2;74.7;0.5;2018;39;20.5;26.5;15.9;75.6;1.2;;
PIURA;PAITA;20.4;25.7;17.3;78.8;0;2018;39;20.3;25.5;17.2;77.3;0.4;;
PIURA;PIURA;22.2;29.7;17.3;70.8;0;2018;39;21.7;28.7;17;70.9;0.4;;
PIURA;SECHURA;20;25.6;17;79.1;0;2018;39;19.8;25;16.9;78.1;0.6;;
PIURA;SULLANA;22.7;30.7;17.7;69.6;0;2018;39;22.4;29.6;17.6;69.3;0.4;TOTAL;1
PIURA;TALARA;21.2;27.4;17.7;75.6;0;2018;39;21.1;27.1;17.6;74.2;0.3;;
PIURA;AYABACA;18.3;23.6;14.9;82.6;12.6;2018;40;18.3;23.9;14.1;78;2;;
PIURA;HUANCABAMBA;16;20.8;12.8;86.8;20.1;2018;40;16;21.5;11.8;80.3;3.7;;
PIURA;MORROPON;20.8;26;16.9;78.5;4.4;2018;40;20.7;26.6;16;75.4;1.3;;
PIURA;PAITA;20.3;25.1;17.7;80.8;0.2;2018;40;20.4;25.7;17.3;76.9;0.3;;
PIURA;PIURA;21.9;28.3;17.7;73.4;0.2;2018;40;21.9;28.9;17.1;70.5;0.5;;
PIURA;SECHURA;20.1;25.1;17.5;80.4;0.1;2018;40;19.9;25.1;17;78.1;0.3;;
PIURA;SULLANA;22.4;29.3;18.1;71.5;0.2;2018;40;22.5;29.8;17.7;68.7;0.5;TOTAL;1
PIURA;TALARA;20.8;26.5;17.8;77.9;0.2;2018;40;21.2;27.3;17.7;73.8;0.3;;
PIURA;AYABACA;17.9;23;14.2;79.2;3.9;2018;41;18.1;23.6;14;79.2;3.9;;
PIURA;HUANCABAMBA;15.8;20.4;12.3;80.2;4.9;2018;41;15.9;21.2;11.8;80.9;4.9;;
PIURA;MORROPON;20.4;25.8;16.4;76.1;0.2;2018;41;20.7;26.7;16;75.4;2;;
PIURA;PAITA;20.3;25.3;17.5;77.4;0.2;2018;41;20.4;25.8;17.3;76.9;0.8;;
PIURA;PIURA;21.6;28.2;17.3;71.4;0.3;2018;41;21.9;29;17.2;70.5;1.1;TOTAL;1
PIURA;SECHURA;20.5;25.7;17.5;76.1;0.4;2018;41;20;25.2;17;78;0.9;;
PIURA;SULLANA;22.1;29;17.6;68.9;0.7;2018;41;22.5;29.9;17.7;68.7;0.7;;
PIURA;TALARA;20.8;26.7;17.5;74.2;0.1;2018;41;21.2;27.3;17.7;73.8;0.9;;
PIURA;AYABACA;17.9;23;14.4;82.2;7.3;2018;42;18;23.4;13.9;79.1;5.3;;
PIURA;HUANCABAMBA;15.6;20.2;12.3;87.2;14.5;2018;42;15.8;21;11.7;80.6;8.7;;
PIURA;MORROPON;20.3;25.8;16.2;78.5;3.2;2018;42;20.6;26.6;16;75.6;4.7;;
PIURA;PAITA;20.7;26;17.9;77;0.4;2018;42;20.4;25.7;17.3;77.4;1.4;;
PIURA;PIURA;22;28.8;17.6;71.1;0.2;2018;42;21.8;28.9;17.1;71;2.5;TOTAL;1
PIURA;SECHURA;20.6;25.8;17.8;77;0.9;2018;42;20;25.2;17.1;78.3;2.1;;
PIURA;SULLANA;22.3;29.7;17.8;69.3;0;2018;42;22.4;29.8;17.6;69.2;1.7;TOTAL;3
PIURA;TALARA;21.1;27.4;17.8;74.5;0;2018;42;21.1;27.2;17.6;74.5;1.3;TOTAL;2
PIURA;AYABACA;18.3;23.8;14.1;77.5;1.8;2018;43;18;23.2;14.1;80.9;4.5;;
PIURA;HUANCABAMBA;15.9;20.9;11.9;80.5;2.2;2018;43;15.8;20.8;11.9;83.1;8.2;;
PIURA;MORROPON;20.8;27;16.1;75.1;0.4;2018;43;20.7;26.8;16.2;76;3.2;;
PIURA;PAITA;20.5;26;17.4;77.6;0.1;2018;43;20.6;26;17.6;77.3;0.9;;
PIURA;PIURA;22.1;29.6;17.1;69.9;0;2018;43;22.1;29.3;17.4;70.8;1.4;;
PIURA;SECHURA;20.3;25.8;17.3;77.6;0.1;2018;43;20.3;25.7;17.4;77.8;1.4;;
PIURA;SULLANA;22.8;30.7;17.5;67;0;2018;43;22.5;30;17.8;69.4;0.6;TOTAL;2
PIURA;TALARA;21.2;27.6;17.4;74;0;2018;43;21.3;27.4;17.8;74.5;0.6;;
PIURA;AYABACA;18.4;23.4;14.9;82.3;4.5;2018;44;18;23.2;14.1;80.9;2.6;;
PIURA;HUANCABAMBA;16.1;20.8;12.7;84.8;6.1;2018;44;15.8;20.8;11.9;82.3;5.1;;
PIURA;MORROPON;21.3;27;17;76.6;1.7;2018;44;20.8;26.9;16.2;75.6;1.4;;
PIURA;PAITA;21.2;26;18.4;77.6;1.1;2018;44;20.9;26.3;17.9;77.1;0.5;;
PIURA;PIURA;22.6;29.5;18.1;71.2;1.3;2018;44;22.2;29.4;17.5;70.6;0.5;TOTAL;1
PIURA;SECHURA;21.1;26.2;18;77.1;2.4;2018;44;20.6;25.9;17.6;77.8;0.7;;
PIURA;SULLANA;23;30.4;18.4;69.8;0.1;2018;44;22.8;30.2;17.9;69.2;0.3;TOTAL;2
PIURA;TALARA;21.6;27.5;18.4;75.3;0.4;2018;44;21.5;27.7;18;74.4;0.4;;
PIURA;AYABACA;18.1;22.9;14.5;84.3;15.5;2018;45;17.9;23.1;14.1;81.6;5.3;;
PIURA;HUANCABAMBA;16;20.7;12.3;85.6;20.5;2018;45;15.8;20.7;12;83.4;8.2;;
PIURA;MORROPON;21.5;27.1;17.1;77.9;7.4;2018;45;20.7;26.6;16.3;76.4;3.4;;
PIURA;PAITA;22.2;27.2;19.2;77.8;4.7;2018;45;20.9;26.2;17.8;77.4;0.9;;
PIURA;PIURA;23.2;30;18.5;72.4;5.6;2018;45;22.1;29.2;17.6;71.3;1.4;;
PIURA;SECHURA;21.8;26.9;18.9;78.1;2.9;2018;45;20.5;25.7;17.6;78.2;1.3;;
PIURA;SULLANA;23.7;30.7;18.8;70.4;1.4;2018;45;22.7;29.9;17.9;69.5;0.6;TOTAL;1
PIURA;TALARA;22.7;28.5;19.1;74.8;1.6;2018;45;21.4;27.6;18;74.5;0.5;;
PIURA;AYABACA;18.7;23.6;15.3;86;12.1;2018;46;18;23.2;14.1;81.1;5.4;;
PIURA;HUANCABAMBA;16.5;21.2;13.3;89.4;11.1;2018;46;15.8;20.9;11.7;82.5;8.8;;
PIURA;MORROPON;21.6;26.9;17.6;78.5;4.1;2018;46;21;27.1;16.4;75.7;2.8;;
PIURA;PAITA;22.2;27.1;19.3;76.4;0.7;2018;46;21.2;26.5;18.1;77.3;0.9;;
PIURA;PIURA;23.2;29.9;18.8;71.8;2.7;2018;46;22.5;29.6;17.8;71;1.1;;
PIURA;SECHURA;22;27.1;19.1;76;0.4;2018;46;20.9;26.2;17.9;77.7;0.9;;
PIURA;SULLANA;23.6;30.5;19;70.2;1.2;2018;46;22.9;30.2;18.1;69.6;0.7;TOTAL;1
PIURA;TALARA;22.7;28.5;19.2;74.2;0.3;2018;46;21.6;27.8;18.2;74.7;0.7;;
PIURA;AYABACA;18.6;23.2;15.7;86.5;25.6;2018;47;17.9;23.1;13.9;80.3;4.4;;
PIURA;HUANCABAMBA;16.2;20;13.8;91.8;50.3;2018;47;15.7;20.7;11.6;81.8;5.6;;
PIURA;MORROPON;21.1;25.9;17.6;83;12.2;2018;47;21;27;16.4;75.4;2.6;;
PIURA;PAITA;22.1;26.7;19.6;79.8;2.7;2018;47;21.2;26.5;18.1;77.6;1.2;;
PIURA;PIURA;22.9;28.9;18.9;76.1;2.2;2018;47;22.5;29.5;17.8;71;1.2;;
PIURA;SECHURA;22;26.6;19.4;79;4.8;2018;47;21;26.2;18;78.2;1.6;;
PIURA;SULLANA;23.4;30;19.2;73.3;0.5;2018;47;23;30.2;18.2;69.4;1.2;TOTAL;1
PIURA;TALARA;22.6;28.4;19.5;76.4;1.6;2018;47;21.8;27.8;18.2;74.6;0.9;;
PIURA;AYABACA;18.2;23.1;14.3;82;6.6;2018;48;18.1;23.2;14.2;81.2;3.9;;
PIURA;HUANCABAMBA;15.9;20.8;11.7;83.3;7;2018;48;15.9;20.8;12;83;5.5;;
PIURA;MORROPON;20.8;25.9;16.5;80.1;4;2018;48;21.3;27.2;16.8;75.9;2;;
PIURA;PAITA;21.7;26.4;18.7;79.3;0.5;2018;48;21.7;27;18.6;76.9;0.8;;
PIURA;PIURA;22.4;28.3;18;75.6;2.5;2018;48;22.9;29.9;18.3;70.9;1.1;TOTAL;1
PIURA;SECHURA;21.8;26.5;18.7;78;1.2;2018;48;21.4;26.7;18.4;77.7;1;;
PIURA;SULLANA;23;29.4;18.3;72.3;1;2018;48;23.3;30.5;18.6;69.2;1;TOTAL;2
PIURA;TALARA;22.1;27.8;18.6;75.9;0;2018;48;22.2;28.2;18.7;74;0.6;;
PIURA;AYABACA;17.9;24;12.8;74.6;0.9;2018;49;18.1;23.1;14.4;81.9;4.6;;
PIURA;HUANCABAMBA;15.4;21.1;10;76.8;4.8;2018;49;15.8;20.6;12.1;83.8;6;;
PIURA;MORROPON;20.9;27.2;15.2;73.5;0.3;2018;49;21.6;27.3;17.2;76.3;2.9;;
PIURA;PAITA;21.5;26.9;17.8;78;0.2;2018;49;22.2;27.4;19.1;77;1.6;;
PIURA;PIURA;22.6;29.9;17.3;70.6;0;2018;49;23.3;30.2;18.7;71;1.4;TOTAL;1
PIURA;SECHURA;21.9;27.3;18.1;76.6;0.1;2018;49;21.9;27.1;18.9;78;1.5;;
PIURA;SULLANA;22.9;30.6;17.5;68;0;2018;49;23.7;30.7;19;69.4;1.1;;
PIURA;TALARA;21.8;28.2;17.8;74;0.1;2018;49;22.6;28.5;19.1;74.3;0.7;;
PIURA;AYABACA;18.5;23.6;14.9;81.9;5;2018;50;18.2;23;14.8;83.2;5.8;;
PIURA;HUANCABAMBA;16.3;21;13;84.8;10.1;2018;50;16;20.5;12.5;85.5;7.1;;
PIURA;MORROPON;22.7;28.4;18.1;73.5;3.7;2018;50;21.9;27.5;17.6;76.5;2.7;;
PIURA;PAITA;23.5;28.6;20.3;74.2;2.9;2018;50;22.5;27.6;19.5;77.1;1.5;;
PIURA;PIURA;24.7;31.5;19.9;67.3;2.3;2018;50;23.7;30.5;19.2;70.9;1.4;;
PIURA;SECHURA;23.5;28.9;20.1;73.2;3.2;2018;50;22.2;27.4;19.2;77.8;1.4;;
PIURA;SULLANA;24.4;31.2;19.8;68.5;1.4;2018;50;23.9;30.8;19.5;69.9;1.1;TOTAL;1
PIURA;TALARA;23.5;29.1;20.1;72.8;1.4;2018;50;22.8;28.5;19.5;74.6;1;;
PIURA;AYABACA;18.3;22.4;15.5;87;6.9;2018;51;18.1;22.8;14.7;83.6;4.5;;
PIURA;HUANCABAMBA;16.2;20.5;13.2;87.3;4.9;2018;51;15.9;20.4;12.4;85.7;4.6;;
PIURA;MORROPON;22.7;27.4;19.1;80.3;4.7;2018;51;22.2;27.7;17.9;76.8;1.8;;
PIURA;PAITA;24;28.1;21.4;79.8;3.7;2018;51;22.9;27.9;19.9;77.1;1.4;;
PIURA;PIURA;24.8;30.3;21;74.5;5.3;2018;51;24.1;30.7;19.6;70.9;1;;
PIURA;SECHURA;24.1;28.6;21.3;77.8;4;2018;51;22.8;27.9;19.7;77.3;0.7;;
PIURA;SULLANA;24.6;29.9;21;75.8;5;2018;51;24.2;30.9;19.8;70.1;0.9;TOTAL;4
PIURA;TALARA;23.9;28.6;21.2;78.8;4.4;2018;51;23.2;28.8;19.9;74.5;0.9;;
PIURA;AYABACA;18.6;22.8;15.5;84.1;0.9;2018;52;18.2;22.9;15;84.1;6.5;;
PIURA;HUANCABAMBA;16.5;21.1;13;84.3;0.6;2018;52;16;20.6;12.6;85.7;7.9;;
PIURA;MORROPON;22.9;28;19;78.8;0.2;2018;52;22.5;27.8;18.4;77.2;3.6;;
PIURA;PAITA;23.9;28.6;20.9;79.6;0.3;2018;52;23.4;28.4;20.4;77.2;1.6;;
PIURA;PIURA;25;31.3;20.8;73.2;0.4;2018;52;24.6;31;20.2;71.1;2;;
PIURA;SECHURA;24.2;29.2;21.1;77.1;0.3;2018;52;23.3;28.3;20.2;77.5;1.3;;
PIURA;SULLANA;24.6;30.5;20.7;74.9;0.5;2018;52;24.5;30.9;20.4;70.9;1.8;TOTAL;3
PIURA;TALARA;23.8;28.7;20.9;79.1;0.2;2018;52;23.5;29;20.4;75.1;1.4;;
PIURA;AYABACA;19.5;24.4;15.8;79.6;0.6;2019;1;18.3;22.8;15.2;84.5;5.8;;
PIURA;HUANCABAMBA;17.1;22.3;13.3;80.7;0.3;2019;1;16.1;20.5;12.8;85.9;5.7;;
PIURA;MORROPON;23.7;29.4;19.3;75.6;0.3;2019;1;22.7;28;18.8;77.5;3.3;;
PIURA;PAITA;24.6;29.6;21.5;75.8;0.3;2019;1;23.8;28.7;20.9;76.9;1.5;;
PIURA;PIURA;26;32.8;21.3;68.9;0.5;2019;1;25;31.3;20.8;70.8;2.1;;
PIURA;SECHURA;24.6;29.8;21.4;75.6;0.3;2019;1;23.7;28.7;20.7;77.2;1.1;;
PIURA;SULLANA;25.6;32;21.3;70.3;0.1;2019;1;24.8;31;20.8;71.1;1.9;;
PIURA;TALARA;24.6;30.1;21.5;74;0.2;2019;1;23.9;29.2;20.9;75.1;1.4;;
PIURA;AYABACA;17.9;21.9;15.4;87.9;9.7;2019;2;18.2;22.7;15.1;84.6;7;;
PIURA;HUANCABAMBA;16.1;20.5;13;84.6;4.8;2019;2;16;20.5;12.8;85.9;6.2;;
PIURA;MORROPON;23.2;27.9;19.7;79;2;2019;2;22.9;28.1;18.9;77.2;3.8;;
PIURA;PAITA;25.1;29.3;22.7;78.1;1.6;2019;2;24.1;29;21.2;76.8;1.3;;
PIURA;PIURA;25.9;31.5;22.6;72.6;0.8;2019;2;25.2;31.6;21;70.6;2.2;;
PIURA;SECHURA;25.6;30;22.9;74.8;0.6;2019;2;24;29;21;77.2;1.4;;
PIURA;SULLANA;24.8;29.7;21.8;78.2;1;2019;2;24.9;30.9;21;71.6;2.2;;
PIURA;TALARA;24.6;28.7;22.1;79.1;1.2;2019;2;24.1;29.2;21.1;75.1;1.1;;
PIURA;AYABACA;18.1;22.4;15.3;87.4;7.9;2019;3;18.1;22.6;15.1;85.3;8.5;;
PIURA;HUANCABAMBA;16.1;20.3;13.3;87.9;3;2019;3;16;20.4;12.7;86.5;6.7;;
PIURA;MORROPON;23.2;28.1;19.5;76.7;2.2;2019;3;23;28.2;19.1;76.9;4.8;;
PIURA;PAITA;25.2;29.7;22.3;74.4;1.2;2019;3;24.4;29.2;21.6;76.5;2.7;;
PIURA;PIURA;25.9;31.8;21.7;68.8;1.5;2019;3;25.5;31.7;21.4;70;3.5;;
PIURA;SECHURA;25.2;30;22.1;74.3;0.3;2019;3;24.4;29.3;21.3;76.4;2;;
PIURA;SULLANA;25;30.4;21.3;73.4;1.4;2019;3;25.1;30.9;21.3;71.7;3.8;;
PIURA;TALARA;24.8;29.6;21.9;74.5;0.5;2019;3;24.3;29.3;21.4;75;2.4;;
PIURA;AYABACA;19.3;23.9;15.8;81.2;0.9;2019;4;18.3;22.7;15.3;85.4;7.7;;
PIURA;HUANCABAMBA;17.1;21.7;13.9;83.2;0.5;2019;4;16.1;20.5;13;86.5;6.1;;
PIURA;MORROPON;24.6;30.3;20;70.2;0.3;2019;4;23.2;28.3;19.4;77.1;5.2;;
PIURA;PAITA;25.6;30.4;22.4;73.6;0.4;2019;4;24.8;29.6;21.9;75.6;1.3;;
PIURA;PIURA;27.1;33.9;22.2;64.2;0.5;2019;4;25.8;32;21.7;69.5;2.3;;
PIURA;SECHURA;25.9;31;22.4;71.8;0.3;2019;4;24.8;29.7;21.7;75.3;1.2;;
PIURA;SULLANA;26.1;31.9;21.8;69.4;0.4;2019;4;25.2;30.9;21.5;72.1;2.8;;
PIURA;TALARA;25.4;30.3;22.2;72.2;0.2;2019;4;24.6;29.4;21.7;75.1;1.1;;
PIURA;AYABACA;18.8;22.8;16.4;88.5;28;2019;5;18.2;22.4;15.5;87.9;8.3;;
PIURA;HUANCABAMBA;17;20.7;14.5;89.3;11.2;2019;5;16.2;20.4;13.2;88.4;6.5;;
PIURA;MORROPON;24.2;28.8;21;76.2;7.4;2019;5;23.2;27.8;19.8;80;7.1;;
PIURA;PAITA;26.3;30.8;23.7;74.8;2.3;2019;5;25.1;29.6;22.5;76.2;3.9;;
PIURA;PIURA;27.2;32.6;23.8;68.1;4.5;2019;5;25.9;31.5;22.2;71.9;5.7;;
PIURA;SECHURA;26.8;31.3;24.1;71.9;1.3;2019;5;25.2;29.9;22.3;75.5;4.9;;
PIURA;SULLANA;26.2;31.1;23.1;73.4;7.7;2019;5;25.2;30.4;21.9;75;6.4;;
PIURA;TALARA;25.7;30.1;23.3;75.5;1.4;2019;5;24.8;29.1;22.1;76.8;5.2;TOTAL;1
PIURA;AYABACA;18.6;22.5;16.5;91.1;22.7;2019;6;18.1;22.1;15.6;89.1;15.9;;
PIURA;HUANCABAMBA;16.8;21;14.4;89.9;10.4;2019;6;16.2;20.3;13.4;88.9;10.8;;
PIURA;MORROPON;23.7;28.2;20.9;83.2;20.2;2019;6;23.1;27.4;19.9;82;13.1;;
PIURA;PAITA;26.1;29.5;24.2;80.3;8.4;2019;6;25.3;29.5;22.7;77.3;6.8;;
PIURA;PIURA;26.6;31.5;23.7;75.4;17.2;2019;6;25.8;30.9;22.4;74.3;10.7;;
PIURA;SECHURA;26.7;31.1;24.3;75;6.2;2019;6;25.4;29.9;22.6;76.1;4.1;;
PIURA;SULLANA;25.2;29.5;22.9;83.2;21.7;2019;6;25;29.8;22;77.6;13.3;;
PIURA;TALARA;24.8;27.8;23.2;86.8;17.2;2019;6;24.9;29;22.3;78;8.5;TOTAL;2
PIURA;AYABACA;18.8;22.9;16.1;89.9;8.4;2019;7;18.3;22.5;15.5;87.8;8.9;;
PIURA;HUANCABAMBA;16.8;21.1;13.9;88.8;4.7;2019;7;16.2;20.5;13.1;87.4;5.8;;
PIURA;MORROPON;23.9;28.2;20.7;82.3;5.3;2019;7;23.4;28;20;80;6.3;;
PIURA;PAITA;26.4;30.7;23.6;76.9;2.4;2019;7;25.7;30.2;22.9;75.7;1.5;;
PIURA;PIURA;26.7;31.7;23.3;75;4.6;2019;7;26.3;31.8;22.6;71.9;3.2;;
PIURA;SECHURA;26.7;31;23.8;76.3;1.7;2019;7;25.8;30.6;22.7;74.6;0.8;;
PIURA;SULLANA;25.7;30;22.7;79.5;3.7;2019;7;25.4;30.4;22.1;75.7;3.9;;
PIURA;TALARA;25.3;28.9;22.8;81.9;1.7;2019;7;25.2;29.5;22.5;76.6;1.8;;
PIURA;AYABACA;18.9;23;16.6;90.6;16.7;2019;8;18.2;22.3;15.6;89.3;16;;
PIURA;HUANCABAMBA;17;21.1;14.3;89;5;2019;8;16.2;20.3;13.4;89.2;10.3;;
PIURA;MORROPON;23.6;27.4;21;86.6;22.9;2019;8;23.3;27.6;20.1;81.5;11.5;;
PIURA;PAITA;26.6;30.6;23.9;76.8;5.9;2019;8;25.8;30.2;23;75.7;4.3;;
PIURA;PIURA;26.2;30.6;23.3;80.1;22.3;2019;8;26.1;31.4;22.6;73.3;8.2;TOTAL;1
PIURA;SECHURA;26.4;30.4;24;78.1;7.2;2019;8;25.9;30.5;22.9;74.7;3;;
PIURA;SULLANA;25.7;30.1;22.9;81.1;19.8;2019;8;25.3;30.3;22.1;76.5;11.9;;
PIURA;TALARA;25.9;29.7;23.4;79.7;6.6;2019;8;25.2;29.6;22.6;76.7;5.9;;
PIURA;AYABACA;18.7;22.9;16.4;92.1;75.5;2019;9;18.3;22.5;15.6;88.9;20.2;;
PIURA;HUANCABAMBA;16.6;20.6;14.1;91.8;54.4;2019;9;16.3;20.5;13.4;88.7;13.3;;
PIURA;MORROPON;23.5;27.5;20.9;87.8;85;2019;9;23.3;27.7;20.1;81.6;19;;
